,regularMarketPrice,logo_url,52WeekChange,SandP52WeekChange,address1,algorithm,annualHoldingsTurnover,annualReportExpenseRatio,ask,askSize,averageDailyVolume10Day,averageVolume,averageVolume10days,beta,beta3Year,bid,bidSize,bookValue,category,circulatingSupply,city,companyOfficers,country,currency,currentPrice,currentRatio,dateShortInterest,dayHigh,dayLow,debtToEquity,dividendRate,dividendYield,earningsGrowth,earningsQuarterlyGrowth,ebitda,ebitdaMargins,enterpriseToEbitda,enterpriseToRevenue,enterpriseValue,exDividendDate,exchange,exchangeTimezoneName,exchangeTimezoneShortName,expireDate,fiftyDayAverage,fiftyTwoWeekHigh,fiftyTwoWeekLow,financialCurrency,fiveYearAverageReturn,fiveYearAvgDividendYield,floatShares,forwardEps,forwardPE,freeCashflow,fromCurrency,fullTimeEmployees,fundFamily,fundInceptionDate,gmtOffSetMilliseconds,grossMargins,grossProfits,heldPercentInsiders,heldPercentInstitutions,impliedSharesOutstanding,industry,isEsgPopulated,lastCapGain,lastDividendDate,lastDividendValue,lastFiscalYearEnd,lastMarket,lastSplitDate,lastSplitFactor,legalType,longBusinessSummary,longName,market,marketCap,maxAge,maxSupply,messageBoardId,morningStarOverallRating,morningStarRiskRating,mostRecentQuarter,navPrice,netIncomeToCommon,nextFiscalYearEnd,numberOfAnalystOpinions,open,openInterest,operatingCashflow,operatingMargins,payoutRatio,pegRatio,phone,previousClose,priceHint,priceToBook,priceToSalesTrailing12Months,profitMargins,quickRatio,quoteType,recommendationKey,recommendationMean,regularMarketDayHigh,regularMarketDayLow,regularMarketOpen,regularMarketPreviousClose,regularMarketVolume,returnOnAssets,returnOnEquity,revenueGrowth,revenuePerShare,revenueQuarterlyGrowth,sector,sharesOutstanding,sharesPercentSharesOut,sharesShort,sharesShortPreviousMonthDate,sharesShortPriorMonth,shortName,shortPercentOfFloat,shortRatio,startDate,state,strikePrice,symbol,targetHighPrice,targetLowPrice,targetMeanPrice,targetMedianPrice,threeYearAverageReturn,toCurrency,totalAssets,totalCash,totalCashPerShare,totalDebt,totalRevenue,tradeable,trailingAnnualDividendRate,trailingAnnualDividendYield,trailingEps,twoHundredDayAverage,volume,volume24Hr,volumeAllCurrencies,website,yield,ytdReturn,zip,trailingPE,fax,address2
30,31.2225,https://logo.clearbit.com/aciworldwide.com,-0.22557956,0.22927392,600 Brickell Avenue,,,,30.98,1100.0,713650.0,795409.0,713650.0,1.076363,,30.53,800.0,10.172,,,Miami,[],United States,USD,31.2225,1.259,1636934400.0,31.3,30.36,95.593,,,-0.099,-0.132,231678000.0,0.17948,19.409,3.484,4496632320.0,,NMS,America/New_York,EST,,31.3792,43.23,28.39,USD,,,107131252.0,1.29,24.20349,298295616.0,,3768.0,,,-18000000,0.51456,676163000.0,0.01074,0.98253995,,Software—Infrastructure,False,,,,1609372800.0,,1405036800,3:1,,"ACI Worldwide, Inc., a software company, develops, markets, installs, and supports a range of software products and solutions for facilitating electronic payments to banks, financial intermediaries, merchants, and billers worldwide. The company offers ACI Acquiring, a merchant management system to deliver digital innovation, improve fraud prevention, and reduce interchange fees; ACI Issuing, a digital payments issuing solution; and ACI Enterprise Payments Platform that provides payment processing and orchestration capabilities for digital payments. It also provides ACI Low Value Real-Time Payments, a platform for processing real-time payments; and ACI High Value Real-Time Payments, a payments engine that offers multi-bank, multi-currency, 24x7 payment processing, and SWIFT messaging. In addition, the company offers ACI Omni Commerce, a scalable, omni-channel payment processing platform; ACI Secure eCommerce solution; ACI Fraud Management, a real-time approach to fraud management; ACI Digital Business Banking, a cloud-based digital banking platform; and ACI Speedpay, an integrated suite of digital billing, payment, disbursement, and communication services. The company offers electronic bill presentment and payment services to consumer finance, insurance, healthcare, higher education, utility, government, and mortgage sectors; implementation services, including product installations and configurations, and custom software modifications; and business and technical consultancy, on-site support, product education, and testing services, as well as distributes or acts as a sales agent for software developed by third parties. It markets its products under the ACI Worldwide brand. ACI Worldwide, Inc. has a strategic partnership with RocketFuel Blockchain, Inc. The company was formerly known as Transaction Systems Architects, Inc. and changed its name to ACI Worldwide, Inc. in July 2007. The company was founded in 1975 and is based in Miami, Florida.","ACI Worldwide, Inc.",us_market,3670704384.0,1.0,,finmb_35695,,,1632960000.0,,85466000.0,1672444800.0,5,30.52,,292142016.0,0.13325,0.0,2.22,305 894 2200,29.73,2.0,3.0694554,2.843715,0.06621,0.549,EQUITY,buy,1.6,31.3,30.36,30.52,29.73,129335.0,0.03404,0.07373,0.003,10.994,,Technology,117566000.0,0.0179,2106577.0,1634256000.0,2458458.0,"ACI Worldwide, Inc.",0.020499999,2.12,,FL,,ACIW,46,40,42.8,42,,,,141482000.0,1.203,1142864000.0,1290813056.0,False,,,0.716,35.4618,129335.0,,,https://www.aciworldwide.com,,,33131,43.606842,,Suite 1500
31,73.11,https://logo.clearbit.com/axcelis.com,1.5192308,0.27608383,108 Cherry Hill Drive,,,,73.77,1000.0,400230.0,389451.0,400230.0,1.48935,,73.65,800.0,15.317,,,Beverly,[],United States,USD,73.11,4.156,1639526400.0,74.4599,71.64,10.883,,,1.531,1.551,100202000.0,0.17308001,22.239,3.849,2228354304.0,,NMS,America/New_York,EST,,61.4722,74.4599,28.45,USD,,,30847044.0,3.66,19.97541,62048876.0,,1004.0,,,-18000000,0.43171,198584000.0,0.01879,0.8935,,Semiconductor Equipment & Materials,False,,,,1609372800.0,,1467331200,1:4,,"Axcelis Technologies, Inc. designs, manufactures, and services ion implantation and other processing equipment used in the fabrication of semiconductor chips in the United States, Europe, and Asia. The company offers high energy, high current, and medium current implanters for various application requirements. It also provides aftermarket lifecycle products and services, including used tools, spare parts, equipment upgrades, maintenance services, and customer training. It sells its equipment and services to semiconductor chip manufacturers through its direct sales force. The company was founded in 1978 and is headquartered in Beverly, Massachusetts.","Axcelis Technologies, Inc.",us_market,2435425792.0,1.0,,finmb_416350,,,1632960000.0,,77575000.0,1672444800.0,6,73.4,,106117000.0,0.16377,0.0,1.37,978 787 4000,73.36,2.0,4.773128,4.2066765,0.13399,2.546,EQUITY,buy,1.8,74.4599,71.64,73.4,73.36,725801.0,0.09105,0.15956001,0.6,17.22,,Technology,33311800.0,0.029000001,966290.0,1636934400.0,718138.0,"Axcelis Technologies, Inc.",0.035,2.19,,MA,,ACLS,87,73,79.33,78,,,,271084992.0,8.138,55687000.0,578942976.0,False,,,2.25,47.31575,725801.0,,,https://www.axcelis.com,,,01915-1053,32.493332,978 787 3000,
32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,2.73,https://logo.clearbit.com/acorda.com,-0.43201756,0.2652452,420 Saw Mill River Road,,,,2.74,800.0,152700.0,148979.0,152700.0,0.517402,,2.64,2900.0,14.701,,,Ardsley,[],United States,USD,2.73,1.422,1638230400.0,2.73,2.58,114.898,,,,,-49756000.0,-0.38196,-3.654,1.396,181810448.0,,NMS,America/New_York,EST,,3.6156,8.66,2.34,USD,,,10274315.0,-0.96,-2.84375,7839250.0,,167.0,,,-18000000,0.54042,96785000.0,0.01615,0.28619,,Drug Manufacturers—Specialty & Generic,False,,,,1609372800.0,,1609718400,1:6,,"Acorda Therapeutics, Inc., a biopharmaceutical company, develops and commercializes therapies for neurological disorders in the United States. The company markets Ampyra (dalfampridine), an oral drug to improve walking in patients with multiple sclerosis (MS); Selincro for the treatment of alcohol dependence; and Inbrija for the treatment of OFF periods in Parkinson's disease in Europe. It also markets Ampyra as Fampyra in Europe, Asia, and the Americas. In addition, the company develops ARCUS product for the treatment of acute migrain; rHIgM22, which has completed Phase I clinical trial for the treatment of MS; and Cimaglermin alfa for heart failure patients. The company has collaboration and license agreement with Biogen Inc. for the development and commercialization of Ampyra. Acorda Therapeutics, Inc. was incorporated in 1995 and is headquartered in Ardsley, New York.","Acorda Therapeutics, Inc.",us_market,30582006.0,1.0,,finmb_24246,,,1632960000.0,,-166435008.0,1672444800.0,1,2.59,,-43140000.0,-0.65419,0.0,,914 347 4300,2.59,4.0,0.18570165,0.23476943,-1.27767,0.729,EQUITY,buy,2,2.73,2.58,2.59,2.59,13411.0,-0.09054,-0.69637,-0.407,13.337,,Healthcare,11202200.0,0.084,940564.0,1635465600.0,434957.0,"Acorda Therapeutics, Inc.",0.0853,4.48,,NY,,ACOR,10,10,10,10,,,,36168000.0,3.23,188979008.0,130264000.0,False,,,-17.041,4.22105,13411.0,,,https://www.acorda.com,,,10502,,914 347 4560,
34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.5602,https://logo.clearbit.com/acelrx.com,-0.60800004,0.29132175,25821 Industrial Boulevard,,,,0.5552,3100.0,1451290.0,1057469.0,1451290.0,0.742857,,0.55,900.0,-0.361,,,Hayward,[],United States,USD,0.5602,3.032,1639526400.0,0.5799,0.508,,,,,,-35140000.0,0.0,-0.859,8.497,30198902.0,,NGM,America/New_York,EST,,0.6992,2.94,0.46,USD,,,117336702.0,-0.23,-2.435652,-19156500.0,,54.0,,,-18000000,-1.18458,-4633000.0,0.01695,0.18372,,Drug Manufacturers—Specialty & Generic,False,,,,1609372800.0,,,,,"AcelRx Pharmaceuticals, Inc., a specialty pharmaceutical company, focuses on the development and commercialization of therapies for the treatment of acute pain. The company's lead product candidate is DSUVIA, a 30 mcg sufentanil sublingual tablet for the treatment of moderate-to-severe acute pain. It also develops ZALVISO, a pre-programmed and patient-controlled analgesia system that allows hospital patients with moderate-to-severe acute pain to self-dose with sufentanil sublingual tablets to manage their pain. The company was formerly known as SuRx, Inc. and changed its name to AcelRx Pharmaceuticals, Inc. in August 2006. AcelRx Pharmaceuticals, Inc. was founded in 2005 and is based in Hayward, California.","AcelRx Pharmaceuticals, Inc.",us_market,66842500.0,1.0,,finmb_33172220,,,1632960000.0,,-36100000.0,1672444800.0,3,0.51,,-28325000.0,-10.42037,0.0,,650 216 3500,0.4903,4.0,,18.807682,0.0,2.862,EQUITY,buy,2,0.5799,0.508,0.51,0.4903,3264017.0,-0.33438,,0.361,0.032,,Healthcare,119319000.0,0.0215,2570769.0,1636934400.0,3151098.0,"AcelRx Pharmaceuticals, Inc.",0.0218,2.0,,CA,,ACRX,4.5,4,4.17,4,,,,48699000.0,0.408,20396000.0,3554000.0,False,,,-0.325,1.1135,3264017.0,,,https://www.acelrx.com,,,94545,,,Suite 400
36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1.26,https://logo.clearbit.com/acastipharma.com,-0.609375,0.29132175,3009 boulevard de la Concorde East,,,,1.26,1000.0,7253910.0,1464530.0,7253910.0,1.427471,,1.24,800.0,2.579,,,Laval,[],Canada,USD,1.26,12.186,1639526400.0,1.3497,1.23,0.038,,,,,-6900000.0,0.0,-0.669,23.537,4613229.0,,NCM,America/New_York,EST,,1.437,9.76,1.04,USD,,,33202851.0,-0.09,-13.999999,-5023875.0,,,,,-18000000,0.61224,120000.0,0.17104,0.0044400003,,Biotechnology,False,,,,1617148800.0,,1630368000,1:8,,"Acasti Pharma Inc., a biopharmaceutical company, engages in the development and commercialization of pharmaceutical products for cardiovascular diseases. It is evaluating strategic partnerships for the clinical development of CaPre, an omega-3 phospholipid therapeutic to treat patients with hypertriglyceridemia. The company was incorporated in 2002 and is headquartered in Laval, Canada.",Acasti Pharma Inc.,us_market,55803132.0,1.0,,finmb_47663822,,,1632960000.0,,-11003000.0,1680220800.0,1,1.23,,-15479000.0,-37.56633,0.0,,,1.25,4.0,0.48856145,284.70987,0.0,11.529,EQUITY,strong_buy,1,1.3497,1.23,1.23,1.25,874835.0,-0.06888,-0.17879999,,0.008,,Healthcare,44288200.0,0.02,884403.0,1636934400.0,941919.0,"Acasti Pharma, Inc.",0.02,2.52,,QC,,ACST,6.01,6.01,6.01,6.01,,,,50790000.0,1.147,43000.0,196000.0,False,,,-0.464,3.0624,874835.0,,,https://www.acastipharma.com,,,H7E 2B5,,,Suite 102
38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,5.22,https://logo.clearbit.com/acaciaresearch.com,0.2731707,0.2682916,767 3rd Avenue,,,,5.5,800.0,343110.0,404485.0,343110.0,0.347532,,0.0,800.0,4.515,,,New York,[],United States,USD,5.22,3.274,1638230400.0,5.22,5.22,63.224,,,1.673,1.337,-14784000.0,-0.50686,8.987,-4.555,-132862536.0,1446595200,NMS,America/New_York,EST,,5.3166,9.09,3.78,USD,,,48526123.0,0.23,22.69565,13316625.0,,20.0,,,-18000000,0.49618998,9639000.0,0.04285,0.64304,,Specialty Business Services,False,,1446595200,0.125,1609372800.0,,,,,"Acacia Research Corporation, together with its subsidiaries, intends to acquire undervalued businesses primarily in technology, life sciences, industrial, and financial services segments in the United States. The company also invests in intellectual property and related absolute return assets, as well as engages in the licensing and enforcement of patented technologies. Acacia Research Corporation was incorporated in 1993 and is based in New York, New York.",Acacia Research Corporation,us_market,258869712.0,1.0,,finmb_4058466,,,1632960000.0,,6438000.0,1672444800.0,,5.12,,-32771000.0,-0.79447,0.0,-0.16,949 480 8300,5.22,2.0,1.1561462,8.875127,0.84791,3.251,EQUITY,none,,5.22,5.22,5.12,5.22,1782.0,-0.024619998,0.096920006,-0.919,0.599,,Industrials,49591900.0,0.0166,824258.0,1635465600.0,1550775.0,Acacia Research Corporation,0.016900001,2.4,,NY,,ACTG,,,,,,,,642732992.0,12.96,183956000.0,29168000.0,False,0.125,0.023946362,0.132,5.8648,1782.0,,,https://www.acaciaresearch.com,,,10017,39.545452,,Suite 602
40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,105.95,,,,,,,,127.14,4000.0,4573550.0,3818011.0,4573550.0,,1,106.1,900.0,,,,,[],,USD,,,,106.3982,105.885,,,,,,,,,,,,NGM,America/New_York,EST,,105.1814,107.46,89.44,,0.1491,,,,,,,,iShares,1206489600,-18000000,,,,,,,False,,,,,,,,Exchange Traded Fund,"The investment seeks to track the investment results of the MSCI ACWI composed of large- and mid-capitalization developed and emerging market equities.
 The fund generally will invest at least 80% of its assets in the component securities of the underlying index and in investments that have economic characteristics that are substantially identical to the component securities of the underlying index. The index is a free float-adjusted market capitalization index designed to measure the combined equity market performance of developed and emerging markets countries.",iShares MSCI ACWI ETF,us_market,,1.0,,finmb_42958701,,,,105.92,,,,106.12,,,,,,800-474-2737,106.0787,2.0,,,,,ETF,,,106.3982,105.885,106.12,106.0787,2156044.0,,,,,,,,,,,,iShares MSCI ACWI Index Fund,,,,,,ACWI,,,,,0.1848,,16854806528,,,,,False,,,,101.8748,2156044.0,,,,0.0139,,,,,
43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,567.06,https://logo.clearbit.com/adobe.com,0.17552638,0.29132175,345 Park Avenue,,,,570.0,1800.0,4131490.0,2703096.0,4131490.0,1.060779,,567.06,1400.0,31.086,,,San Jose,[],United States,USD,567.06,1.248,1639526400.0,570.17,565.22,31.581,,,-0.445,-0.452,6579333120.0,0.41681,41.106,17.133,270447280128,1111622400,NMS,America/New_York,EST,,635.755,699.54,420.78,USD,,,474619600.0,16.25,34.896,,,,,,-18000000,0.88185,13920000000.0,0.00312,0.85459,,Software—Infrastructure,False,,1111622400,0.0065,1638489600,,1116892800,2:1,,"Adobe Inc. operates as a diversified software company worldwide. Its Digital Media segment provides tools and solutions that enable individuals, teams, and enterprises to create, publish, promote, and monetize their digital content. Its flagship product is Creative Cloud, a subscription service that allows customer to download and access the latest versions of its creative products. This segment serves content creators, experience designers, app developers, enthusiasts, students, social media users, and creative professionals; and marketing departments and agencies, companies, and publishers. The company's Digital Experience segment offers products, services, and solutions for creating, managing, executing, measuring, monetizing, and optimizing customer experiences from analytics to commerce. This segment serves marketers, advertisers, agencies, publishers, merchandisers, merchants, web analysts, data scientists, developers, marketing executives, information management and technology executives, product development executives, and sales and support executives. Its Publishing and Advertising segment offers products and services, such as e-learning solutions, technical document publishing, web conferencing, document and forms platform, web application development, and high-end printing, as well as publishing needs of technical and business, and original equipment manufacturers (OEMs) printing businesses. The company offers its products and services directly to enterprise customers through its sales force and local field offices, as well as to end users through app stores and through its website at adobe.com. It also distributes products and services through a network of distributors, value-added resellers, systems integrators, software vendors and developers, retailers, and OEMs. The company was formerly known as Adobe Systems Incorporated and changed its name to Adobe Inc. in October 2018. The company was founded in 1982 and is headquartered in San Jose, California.",Adobe Inc.,us_market,269807140864,1.0,,finmb_24321,,,1638489600,,4822000128,1701561600,28,570.0,,,0.36756,0,2.69,408 536 6000,570.53,2.0,18.241652,17.092628,0.30548,1.107,EQUITY,buy,1.8,570.17,565.22,570.0,570.53,1452719.0,0.14076,0.34368,0.2,33.092,,Technology,475800000.0,0.0101,4795281.0,1636934400.0,4143342.0,Adobe Inc.,0.0101,1.59,,CA,,ADBE,750,560,671.75,680,,,,5798000128.0,12.181,4672999936.0,15784999936.0,False,,,10.02,583.8482,1452719.0,,,https://www.adobe.com,,,95110-2704,56.59281,408 537 6000,
47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,6.86,https://logo.clearbit.com/advancedemissionssolutions.com,0.25641024,0.2918527,8051 E. Maplewood Avenue,,,,6.99,1000.0,113570.0,134771.0,113570.0,0.542337,,0.0,800.0,7.707,,,Greenwood Village,[],United States,USD,6.86,4.15,1638230400.0,6.91,6.735,8.021,,,3.852,3.875,14235000.0,0.16186,4.966,0.804,70697928,1582156800,NGM,America/New_York,EST,,6.7248,8.41,4.6,USD,,,15011390.0,4.34,1.5806451,16085875,,136.0,,,-18000000,0.42668998,21164000.0,0.01933,0.44518003,,Pollution & Treatment Controls,False,,1582156800,0.25,1609372800,,1395014400,2:1,,"Advanced Emissions Solutions, Inc., together with its subsidiaries, provides environmental technologies and specialty chemicals in the United States. It operates through two segments, Refined Coal and Advanced Purification Technologies. The company offers CyClean technology, a pre-combustion coal treatment process to enhance combustion, as well as to reduce emissions of nitrogen oxide and mercury from coals burned in cyclone boilers; and M-45 and M-45-PC technologies, which are pre-combustion coal treatment technologies used to control emissions from circulating fluidized bed boilers and pulverized coal boilers. It also provides mercury and other air contaminants controls; and activated carbon products, such as powdered activated carbon and granular activated carbon, as well as owns an associated lignite mine that supplies the raw material for the powdered activated carbon plant. The company's products are used in removal of heavy metal pollutants; treatment of drinking and waste waters; industrial acid gas and odor removal; automotive gasoline emission control; soil and ground water remediation; and food and beverage process and product purifications. It serves customers in the coal-fired power generation and industrial boiler processes. The company was founded in 1996 and is headquartered in Greenwood Village, Colorado.","Advanced Emissions Solutions, Inc.",us_market,129414592,1.0,,finmb_5013582,,,1632960000,,55014992,1672444800,,6.82,,44239000,0.06083,0,,720 598 3500,6.82,2.0,0.89009994,1.4715568,0.62551,3.49,EQUITY,buy,2,6.91,6.735,6.82,6.82,71954.0,0.01982,0.48816,0.482,4.828,,Industrials,18865100.0,0.0069999998,132126.0,1635465600.0,164889.0,"Advanced Emissions Solutions, I",0.008,0.75,,CO,,ADES,,,,,,,,66139000.0,3.615,11312000.0,87944000.0,False,0.25,0.03665689,2.999,6.4764,71954.0,,,https://www.advancedemissionssolutions.com,,,80111,2.287429,,Suite 210
49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,175.77,https://logo.clearbit.com/analog.com,0.19695938,0.29132175,One Analog Way,,,,176.42,1300.0,3072810.0,3210939.0,3072810.0,1.124675,,173.0,900.0,72.321,,,Wilmington,[],United States,USD,175.77,1.941,1639526400.0,176.66,174.595,18.736,2.76,0.015800001,-0.855,-0.804,2848005888.0,0.38916,34.044,13.249,96957562880,1638403200,NMS,America/New_York,EST,,179.6032,191.95,142.25,USD,,1.93,523145296.0,8.51,20.654524,1119481856,,24700.0,,,-18000000,0.61831003,4525012000.0,0.0021799998,0.88198,,Semiconductors,False,,1638403200,0.69,1635552000,,953164800,2:1,,"Analog Devices, Inc. designs, manufactures, tests, and markets integrated circuits (ICs), software, and subsystems that leverage analog, mixed-signal, and digital signal processing technologies. The company provides data converter products, which translate real-world analog signals into digital data, as well as translates digital data into analog signals; power management and reference products for power conversion, driver monitoring, sequencing, and energy management applications in the automotive, communications, industrial, and high-end consumer markets; and power ICs include performance, integration, and software design simulation tools for accurate power supply designs. It also offers high-performance amplifiers to condition analog signals; and radio frequency and microwave ICs to support cellular infrastructure; and microelectromechanical systems technology solutions, including accelerometers used to sense acceleration, gyroscopes for sense rotation, inertial measurement units to sense multiple degrees of freedom, and broadband switches for radio and instrument systems, as well as isolators. In addition, the company offers digital signal processing and system products for high-speed numeric calculations. It serves clients in the industrial, automotive, consumer, instrumentation, aerospace, and communications markets through a direct sales force, third-party distributors, and independent sales representatives in the United States, the rest of North and South America, Europe, Japan, China, and rest of Asia, as well as through its Website. Analog Devices, Inc. was incorporated in 1965 and is headquartered in Wilmington, Massachusetts.","Analog Devices, Inc.",us_market,92337430528,1.0,,finmb_251411,,,1635552000,,1390422016,1698624000,25,174.75,,2735068928,0.24232,0.7775,1.57,781 935 5565,174.78,2.0,2.4304144,12.617358,0.18999,1.241,EQUITY,buy,1.9,176.66,174.595,174.75,174.78,1916236.0,0.03004,0.055630002,0.533,18.413,,Technology,525331008.0,0.0149,7837481.0,1636934400.0,7884010.0,"Analog Devices, Inc.",0.015,2.24,,MA,,ADI,220,180,208.16,210,,,,1977964032.0,3.765,7118233088.0,7318285824.0,False,2.76,0.01579128,3.46,167.59476,1916236.0,,,https://www.analog.com,,,01887,50.80058,,
51,1.41,https://logo.clearbit.com/admabiologics.com,-0.3744076,0.29132175,465 State Route 17,,,,1.41,1100.0,2752610.0,2569742.0,2752610.0,1.233246,,1.4,2200.0,0.743,,,Ramsey,[],United States,USD,1.41,5.405,1639526400.0,1.42,1.31,99.027,,,,,-48892552.0,-0.71359,-6.664,4.756,325843680,,NGM,America/New_York,EST,,1.3618,3.111,1.01,USD,,,181262892.0,-0.24,-5.875,-90136696,,406.0,,,-18000000,0.0001,-11571643.0,0.02794,0.23637,,Biotechnology,False,,,,1609372800,,,,,"ADMA Biologics, Inc., a biopharmaceutical company, develops, manufactures, and markets specialty plasma-derived biologics for the treatment of immune deficiencies and infectious diseases in the United States. It offers BIVIGAM, an intravenous immune globulin product indicated for the treatment of primary humoral immunodeficiency (PI); ASCENIV, an IVIG product for the treatment of PI; and Nabi-HB for the treatment of acute exposure to blood containing Hepatitis B surface antigen and other listed exposures to Hepatitis B. It also develops a pipeline of plasma-derived therapeutics, including products related to the methods of treatment and prevention of S. pneumonia infection for an immunoglobulin. In addition, the company operates source plasma collection facilities. The company sells its products through independent distributors, sales agents, specialty pharmacies, and other alternate site providers. ADMA Biologics, Inc. was founded in 2004 and is headquartered in Ramsey, New Jersey.","ADMA Biologics, Inc.",us_market,276097728,1.0,,finmb_51119246,,,1632960000,,-74405968,1672444800,6,1.32,,-111123184,-0.78963995,0,,201 478 5552,1.32,4.0,1.897712,4.0296917,-1.08597,1.695,EQUITY,buy,1.7,1.42,1.31,1.32,1.32,2553184.0,-0.15777999,-0.85447,1.012,0.579,,Healthcare,195814000.0,0.0509,9958037.0,1636934400.0,11162777.0,ADMA Biologics Inc,0.057800002,5.34,,NJ,,ADMA,10,3,5.58,5,,,,34410568.0,0.176,101780000.0,68515848.0,False,,,-0.628,1.512525,2553184.0,,,https://www.admabiologics.com,,,07446,,201 478 5553,
